"business_id","yelp_avg_rating","review_count"
"Qsg-2Coum0ccbXuJWDwZqA",4.5,145
"dEq4Yj50tWOSzxqXloahsw",4,110
"9XcWAcp1dCpcLcHTBENn-Q",3.5,176
"syRPwPqdV6h3eenuV1d6rg",2,119
"C8D_GU9cDDjbOJfCaGXxDQ",4,997
"EC7NrIHKk6i3US_XJlDWDA",4,121
"LUDX--wfStrKavGyitk4nA",4,281
"F80c5w4dUF1QoFcJG4JrmQ",3.5,239
"OA5Li3ySzhrbG_WvD_QGYA",4,428
"V90fC_aF-_DNYzQvUtbLww",3,196
"kABF0hYfAEnl166mn1zR1A",4,361
"xzQzJTu47vNCYlpB8jdMaw",4.5,138
"ms4nFq8B56RHkFViRaAiWQ",4,124
"zYb4kj2R54R2YPeNm829BA",3,182
"oWD385Ues-RWJmhP_Riz1g",3.5,313
"n0bg7kf6HcpFchCtxJyc5A",3,181
"01SiPgdiOskMC5bUJoyy_g",3.5,100
"jXyy2Vc-Dgp7QguQJSfnXw",4,169
"YAJzBGvqT3dT_qAg6u8E1A",4,256
"ZdaZwXC0FByDY3EwNELphw",4,165
"EAwh1OmG6t6p3nRaZOW_AA",4,1758
"T7yKffTuhiIZclsgjfgowA",4,147
"SycXTaA4MeJZuDK4Y1owDQ",3.5,206
"UcgCSTCtPv1GeW5bKsEdag",4,199
"vKKIO3Dc8m6i1C9UYwJzSQ",3,114
"fpM-O9Ul62xizBq9YNO_tQ",3,136
"5OqrwhtZ3mcmUSwLINZTWQ",4,211
"74C1z6cqEdvJVgETTcEodw",4,227
"yfHYCkQaupRzWU8FIgxUPg",4,133
"FooKqQJ3UnsIG2slFPuLRA",3.5,141
"Cew9RRnuldbqaL3MW6p1wg",3.5,107
"Bo53nDtkmu0gAWraONir1A",3,103
"ZLPAP1YKL56ODigLn4wd3w",4,106
"QFPS9JBNdOOHVP0C3pSslw",3.5,285
"5fquJHY2hMX9tPRD5s0t5g",4,290
"-8iwcXhLnyqbLgvcrJGgaw",3.5,133
"g6GXqg-QdDiQGLYMVqNOUw",3.5,139
"PAZC7ENEmDDgNMZngJSxxg",4,102
"PNTyiqS7R-0c1ofxOfDijQ",4.5,478
"X2f2s37_cFKo4xpzGFqk1w",3.5,169
"KalAJyO0Zpg3K1wVwYXBHA",4,509
"Kuv-QSWUtOm5IjAxcFMl8A",4,207
"WDKTg468bkRPW0LqbAZfmg",3.5,324
"Oy2WnPyiOlPFvPKMIuOC8w",3,173
"sYSlKRCWmVeQr1hA6-WUzw",3.5,104
"bupMXFUaZfranBLdaVcRww",4,196
"UkWme3kwg6L9rd4tCNB15w",3.5,177
"AZQKMMvX9m1-uTdLPMzK3g",4,224
"G87Yg6as3LU5Af1IwoPIYg",4,179
"0rjU_WK5HxoH1fIuEpTpcg",4,185
"5L4XcFz1YKeurNGeMR-fsQ",4,190
"3BCsAgo_1i4xMuTyLKMLRQ",4.5,1311
"Twcjx4ofM9GWwXN6LVGSzw",4,374
"AspFf1d9sRaUloPJAHMqAg",3,114
"Yc5_nA9NqqxOp8WCugF-Ng",4.5,103
"BIqsItY0vyOshMpJ0I4cPg",4,194
"JR2ma-JU1CO_xVD_p5-RPw",3,217
"MdjIl105vqCYUGKFSUVytA",3.5,147
"2q2gGuigGrCFmx3juLAVww",4,101
"UByM7N0mF-ylIGUuIWHCtA",4,185
"Gdv3qhsDeQzZ2Ag-Tzq6vA",4,240
"bgx6gYdktqEoQwBdo5lRbA",4.5,111
"JnKzrXKxY1cThJ0vNk-4pA",2.5,102
"kRgAf6j2y1eR0wOFdzFAuw",4.5,1130
"MVIthKWqwkQz0dai7LkVzQ",4,353
"bLtC8xJXkd1b6MT0KjnSvw",3.5,136
"biVQDp3K_vNP1eK5wGZOJg",3.5,128
"umrDQGRNied77aVg29_fVw",4,382
"RESDUcs7fIiihp38-d6_6g",4,5715
"YQFcxE9UXrKc-QuTUu7twQ",3.5,274
"6tSvz_21BMo3a4GaItwa0g",4,805
"km5aBHRss5ir_B0jvEErzQ",2,306
"MX2OYa2sS5ys_6AiK-gs3A",4,175
"xVHzCbDWCwmyavF5PgJRmg",3.5,116
"8rtd2ZoeNMHjCQQnWuZ-bQ",4,181
"IfdwBSEuDK3fKvVHVX9k0A",4,195
"MKYcOZSpMwJK7uwacK13EA",4.5,177
"iPM85PQMs7QoAxw-Og9ChQ",3.5,185
"gA9hCYY7MYl9oZ3aym5dvw",4,272
"lF4pEu4_55SSFEo6Q58ftQ",4.5,138
"6PQve0oFCLPSh4wnIzvJtg",4,289
"LFs5jyYdXlzi0SpAYi1eSA",4,1068
"2S9t90Q0qZWCV7X_u0rxZQ",3,198
"hTsZSiftorNUFb1VaHCHHg",4.5,346
"UXL5eg0e6W1AZzmX6NAXdg",3.5,115
"swX3Vj3dQsz1YlCRmwNQEQ",4,363
"TL5Dtfnf-5hYG13lBF9N2A",3.5,344
"x6PA-2j7LpZAYFo2VojmQQ",3.5,128
"5cBF1x9873GVQ6FIw_Fnjg",3,115
"Y1WIH4jstH846oWcDnoZLw",4,117
"t8V_P7ZzRrhDQoqeoGVahQ",4.5,164
"qmymSqVwHYRqdwfcBatzpQ",4,521
"J4CATH00YZrq8Bne2S4_cw",4,1115
"Wag4bnx38zJ4ihDn8-7--A",3.5,102
"SJo_IjvzdRtCvZVN0cbrRQ",4.5,303
"CvpXZRF-I7wfm19dW1jOXA",3,146
"uKlkVuZ5F8QoGbgVQKqH1A",3.5,100
"0xdpv5CPpbUUch7JKBG98Q",3.5,163
"Sxx0E2KvnNCSqlIhbD0l_g",4,341
"ZtJ6sTq7-5rL9ORUtQJHAQ",4,300
"ng8vj7q4kFt7d4Ud4lBhHQ",3.5,193
"5pMNyj77S1P3rrT69y1pkQ",3.5,238
"XJN3OhXLBDa8zAqdi21FFQ",3.5,143
"4JNXUYY8wbaaDmk3BPzlWw",4,6414
"yjX5l0UGoFdR4t5q3i2MTQ",3,101
"Qor28v4BlhSwtN8DSvah9g",3.5,132
"fS9a8AGrcwWPf_9vfn5wPQ",4,264
"XM2qN3PiQbfSYo6zmHgSlQ",3.5,110
"Z4y3LZlCjv4xnZ8xOpYf_Q",4,170
"WSGHEQdcdbBWXDpna99EiQ",4,101
"BkIZ8UDA23qxnp_kR1Sv8Q",4,231
"w9gr1-mA-7zBHPjPL87Nsg",3,143
"41Kbugm-qmIQTt7unkALYQ",4,234
"L7txS44bvz862djgTOim9w",4,308
"6okGKL2PA7kkc-GjZzNHnA",3.5,121
"N0l4hT7UCywbZ9UEZ1R9kQ",3.5,164
"SuRxV4YkPsvyyqK57On0rQ",3.5,220
"pKiSzUlBBRNEdTML24piXA",4,211
"RZWx7pIsINH6nVqW7ys9cg",4.5,159
"CBb7z-MTbkzBvsUHBDqxEg",2,192
"_cjPEH9wXhKS-HQe_U3M4Q",4,298
"mOzxFBAHWwpuH7u5xP0oHw",3.5,125
"_5UAFrD3EDgJO1aZgRxH7w",4,302
"Tf13Wexrt6WmNw-CDW5Gyg",2.5,194
"8PBq-MHyLDrhkaTf72Foww",3,145
"whAwdYVty-jSNRhrYT2zHA",4,906
"USbeHpw9-zMtGct92LtJYg",4,132
"iL2-xJ4-eMsJk88PsbivbQ",4,215
"ZPAkg2phFo_p3U-QjvHVPw",3,207
"3sEOltqZs1cjRA4Pqkm_AQ",3,101
"9a3DrZvpYxVs3k_qwlCNSw",4.5,1457
"W7Ua8ELRMm3IPd23fp7XjA",3,130
"JsUprRhyzQyukZmAhcOg0A",4,286
"GMrwDXRlAZU2zj5nH6l4vQ",4,340
"Z2fCgJdvjhZVP34V86UKCg",4,165
"iPPzDL_oY8SJCjmycuXcVg",3.5,202
"8zN3nV0zbtE377_XhlvabA",3.5,124
"8pSKJ_qRUotjFl_bjH_GQA",4,100
"I8j1gHLKNJVN4dNVUOsedw",4,134
"Qmwfg-PtYuCo5Q_IwcA_HQ",4,288
"Qc0l8rZ3nvrcERitgxu8XA",4.5,762
"ydhgMcBh4A_eihzEAg9LLQ",4,123
"8SwMaPL6AJIs1ZPSZ3NJ4w",4,358
"UPSzbM6D2SkarWAINq1I9A",4,104
"3b94MZ9agaZL8SMBagTwpA",4,312
"NWjJK9c5YOQSbMX_bw24sA",3.5,137
"713qzYFUK00yxwRyxsPt7Q",3,148
"HQl28KMwrEKHqhFrrDqVNQ",4,326
"CsbNmQqu9dKFrgcIItevYA",3.5,105
"qmh6zxtJ8C8-YiUPv7ySlw",4,219
"_6mvQX9x66oz046eS5ii8w",4,156
"_IZyyv0dFfpIy_rI_-nwTQ",4,280
"1ZJz840L496LAmQdeDv0WA",4,344
"ZJjcyXWPg_d-jx7obAtitA",4,106
"PuB-oSX_fMh0822kChScrA",3,198
"2KWkeOk1KaH50Es_A-8cnA",4,400
"Gt4z3AylNTsEPDkzkaC7HA",3.5,647
"Ht-_i0UAq7YDBaqJwcQMdQ",4.5,155
"I-VD-o4JDGSG5GHQ2EbrVA",3,185
"-I27yVw2x_-31_OOMSH02w",4,156
"ny8YcGEViSGKWxo69xfiiA",4,201
"x6fYvse8sBOZf9y8BOZZmA",4,105
"GU7ww3eoGTcXAze8VJtC7g",3,119
"prlIJsg3UEg3DioOZPFhig",3.5,123
"IWN2heYitkg-D4UdqfxcMA",4,778
"wpnLPAnkMEb1NpC3xiD_qg",4,530
"KXITXbKuE60WSUDs7NZVLQ",3.5,618
"iBPyahdJRP5y0t25fF2W9w",5,130
"Cdk3wRR7TwJb1JW7agPJXw",4,125
"Lq9rYrwvWV5QDBYzq7MGHQ",4,312
"lOQPeguczAueJnLmDUTfGg",4,481
"pi4FLFEOn9AhNUxiLbBeHg",4,171
"QGAv-8tj5i4m4G-HDMnIbA",4,244
"0InA3Ffj8MxyQV9hgsyYcQ",4,306
"jBs2HmEOkqCvdHNnw3N-og",3.5,225
"4Pb7SlTK89uSdqOwMNM35A",3,125
"4RL5ydKIIFpU8bevsOKRdA",3,155
"KxHDiCOhHWQu_VOw8DMfJA",4.5,117
"4Bw9XffSa0AMy2SrNCS2KA",3.5,169
"Ur4eYOFq4qVLHkZJNmcqfQ",4,153
"bNqBMZ00lnhhfxzV8OhLfQ",3.5,112
"e9UsRb-fmza5ukU8Ftduew",3.5,319
"liPSeXaAfv8jxRGJ717VmQ",3.5,191
"piZ4JqJI5WTljJuQV7yZHQ",3.5,369
"_ixV2SWDy7w8jzEAHp85qA",3.5,357
"QeShrs6cUNBjJoTCkJiB0g",4,101
"ALwAlxItASeEs2vYAeLXHA",4,447
"B4-2wA8Pj8MQK1Ylymypqg",4.5,119
"LHMPtp-2fsjSsxrLxtLeXA",3.5,118
"WBt2pa7k_K2LKW2OJuXG9Q",4,450
"-ITj6Pu8Gdw8MmLf0XBEKQ",4,288
"rCJ6qFo_liwGPzbupkLhhQ",4,135
"Xck2KzJcZDJGMtwxMwD71w",3.5,132
"kxYiZnd7Y-3ibdwnMFuTzw",4,150
"Fv3HvJPQYqfmniTgtIQJzA",4,424
"tj3YzWsjMbPU_ivDkyOE3w",4,342
"uJe6qjWPRMgR7QIyZ_zTwQ",3.5,132
"FML0YqZ7dLBBC3Suap4_4Q",4,215
"6Cl15LapBVhw4ZfBIeVJJA",4,306
"PbTh7aX0_yyaXFOXAlhI4A",3.5,176
"Kbbm6Vd5UdbP10dwjBghRw",4,191
"TubbskG3TSU9TpgFFH2How",4,163
"K1eUYbkKkgOld0APMlsGlw",3,101
"ofpuVYCw6VCkybFVIdwYEQ",4,153
"X-aqEYlXcWQj0fp6aGDP8A",3,123
"s2gjJKptpkmwSXYRtfptZQ",3.5,174
"PWGIAIXAoh91nayfIOQMTQ",3.5,134
"UvcH52d-FQ3waD5Z0LmFCQ",3.5,114
"CiYLq33nAyghFkUR15pP-Q",4.5,1151
"H8qlBw1YaxMsItfz25-AyA",3,241
"VfWX3UCKvUnVktdOuR8TwA",4,168
"FDEm-c3NAXnTVtl-hgzAhA",3,103
"bKxKPGmkwH-Q-GSbt7chNA",3,259
"-RYIKWBSTaJ21B2UMyzI-Q",3,220
"UddEGVfbnmXxK6t2mXyicQ",3,100
"slMjKmGTnufGx6ZWR6Mg3A",4.5,101
"lgWB0yGXpZvupYREWxtV7g",4,462
"AuIiqDeL65kczmiFSkAWrA",3.5,235
"S5bNE4Pmin8OQUMOFod8bQ",3,124
"WAmCIDi3qn2VI7OUqZfjYQ",3.5,106
"BDDIpeEK8gVdhiglbjEyrw",2,101
"wkZ6P5fDw0G_iFRU-hzBhQ",4,123
"hIUKufhwR6Ifn7bi0-phLA",4.5,899
"75u8X_saAIETRHgpECi8YA",3.5,180
"OEfvfMCJyC5kRWeRQQYQMg",3.5,207
"hxe8xidZ04BfdqQ-oUADiQ",4,170
"AkpuhGyLAxhD_sLMQv3kOg",4.5,169
"JTKzGJvIK9yuoUf-erV2qQ",3.5,103
"c6-5RCj8FtV-m1aHz4wnmQ",4,172
"8I5U8OQ06nSxX2y4PPOWzQ",4,491
"sAXy1yJRLllTm5WrJbJGAA",4,230
"LxNoSrtJYB7HvP5I-8p-Ow",4,130
"uzsMilozioxCenzyXbVMmw",4,112
"D3dAx-QW_uuClz4MambeHA",4,693
"xmWs-su5eB5_57CIw4sqfw",4.5,172
"OZqAZkjhV_nyHsbnKaD1WQ",4,133
"lcd71KXyEdFjGzWdqH3tAw",4.5,166
"LmjBZpQU7nJTIJZYRVO7Kg",3.5,168
"jluEI1ZDQDeJlbl-M3YH3Q",2,142
"nnB9aw5tLaYZHgAvwzpPOg",4,227
"YkOCo5ipV2he2WXIAlZb-A",4.5,226
"EOUDjT34xPixuxEcEr7sNA",3,108
"WOz66UuVsfc2K9GxzfDnGg",3.5,379
"YUFxSG6idHePsxOmnSHtpQ",3,142
"K64Uw3a2Enh2MznpwRHWKQ",4.5,144
"mr4FiPaXTWlJ3qGzp4-7Yg",4,104
"GlwOGCjSzts7AnbK9gqmng",3.5,344
"Bkkwt8E9MHvgCHn4lUFtow",3.5,246
"s1b39BK1WFRY9200fwFCmg",4,117
"wyFV6UN--hH_ifbvdsjSkQ",4,274
"78TC3sZSYBzBsSJ0z5pyhw",2.5,130
"4aF5GfnVkJPj9IwJ2yxPtQ",4.5,111
"lKom12WnYEjH5FFemK3M1Q",3.5,973
"p6Rf2hsyF1eYVJk9ag3W2A",4.5,123
"kxo3Zz_JIEUGkJHl9kUiKg",3.5,109
"koeALuQceWSzj453h23nsQ",3.5,114
"KGS8NdjkMzrS_BoBTo5nBA",4,167
"wEisic-u9Yj543iYzfpAhw",4,141
"BuS11AF9XSHEShscxQEzeg",4,437
"Kq8v2R5g9cpQF7QRSlQOMw",3.5,113
"qcqDjeirxvdgW5kQVkEwSA",3,102
"E_sO3D6lGkd_AURPBz8yrw",3.5,108
"sZq-qUvoLgYxlDmIcxYWDg",3.5,123
"1SE9f6TEV5XhnTuuK01xwA",3,121
"-WLrZPzjKfrftLWaCi1QZQ",4,537
"RtnTbhWYw4QjKhoTBV37OA",4,653
"oBABBuVRfIump4jHKlJmHg",3.5,103
"QsMR_Fp9YRtDegThsOgFLA",4,232
"cNz2tTTAPmdeAq6HnGeo8w",2.5,241
"P-nqq5kOv2wV2mB5To5elQ",2.5,126
"SzBpr6or7BQcjc-e3ARLjw",4.5,118
"Hliq9wrI1BcR-xcG_C9_Qg",3.5,116
"eQel7bUz75j0AVKnfsillg",3.5,180
"sWucpMb_MDdqAthWFFisow",4,173
"8796vXaydw2aY_zER0n9uA",4.5,438
"ePt0qmZgU-fjqMoM1M2U3Q",4,286
"6AgvdkMHPvAGpxs7gdx38Q",3.5,101
"EM4Qo0Tm40H8Nfk3s8Dy0g",4,105
"-OxDX2fPQLYi6ChW2Z6xxQ",4,229
"-U7tvCtaraTQ9b0zBhpBMA",2.5,873
"mUdalYTuAtnZm2K9zoH27Q",4.5,886
"1VDP92FU2p8AqJw9vU11sw",3.5,135
"PUneCUDGvdgnay3uvI89fA",4,197
"CSamwh_y3gOSg0Z7tyfJpw",3.5,132
"se9MhDAQjACYMO3LCIfT1Q",4,144
"IE1lzZvdD9UnGeB1kXjuOQ",3.5,129
"YstdDnNa6h_ms3Ys7Pz4uQ",4,107
"ruPFtD9dU6Cv9_wpzIR4UQ",3,358
"DY1_vls0_VQnTZ7CJ3AeFQ",3,172
"LzF235KwLnVPDfSqdeZi-A",4,101
"sH-11zOhWubXobEeuMo2gg",4.5,205
"SmkYLXEYhzwUZdS6TAevHg",4.5,536
"wSpUTl9Bho2WRo9C5p_-Pg",3.5,108
"82I9SSilxh3zL8F1UQ45Xw",3.5,246
"6n_MDeYxU1ihB38be9TkVA",4,214
"EvxTD0ETbbFbFjUMWhHbIw",4.5,178
"C63sF-wG4f1doMIMv2qvOg",4,133
"KfaeDC-oPE6GTfBvdF9x7Q",4,122
"zRs1RRYfRJQOA0nFwpJ4NQ",3,128
"A6nY4SCrMuLPtlbq-EKnfA",3.5,275
"kPfhSK0kcUmOTmC5DEjaDw",4,180
"s_7ALFRcm-tOYM0oH9kaWw",3.5,104
"xk-fOf_M39kDTgzfVgu0Tw",4,242
"9d0OggD2_SleuHmHwPExdA",4.5,171
"JOoblYsQjFT-47tkt6om0A",3.5,275
"QpmotuTsf_nHT8RKViFMPQ",4,173
"HnbkGxUs7oWKYDeB-Pk82Q",3.5,333
"ZCQa7CJxZ-53Zxd_pobWug",3,439
"2RsLaIEnNUIzjQyCvPCNWA",4,125
"RYBGhnFtyZGjlREEfcRFrg",4,244
"lKOvx_aAXiXQGooZ-4bq9Q",3.5,366
"3h5jLa-kbHg0cL7v9En0Lg",3,125
"Daasejc2-RV-MxEKpPjXtA",3.5,101
"Q28MO9hEMyG0xrAnOF-dSw",4.5,155
"XpyYSWF-8xi_aZ67RUuk2Q",3,151
"Jd2NUZeVeyWi1tTNKXMt1Q",4,314
"g93ECYDp2JB85zSVLWgK_Q",4,112
"v4qyBRpTBvOO55M4IAqNNg",3.5,293
"80H8EnyShhq6_ZENH7aV3A",4,373
"JQLi-Ow9pg391iMzw5LSwg",4,272
"GQRql4WEd_tdMXJDzb7WIA",4,149
"jIzygnVmajEXYmfsBNY_Gw",4.5,575
"hDD6-yk1yuuRIvfdtHsISg",3,246
"eBxQzBFLEPwRCxuiL50SQA",4,273
"D4BWyStFZzA7k8hqDmnyFw",4,181
"I2ZtsGibZL0FX4qha0Ptjw",3.5,182
"UV2Jt8slktGu14gLZeNCjA",4,815
"6kq9oLduJAYkb2WjAb36KA",4.5,268
"5aeR9KcboZmhDZlFscnYRA",3.5,103
"AZlnpvILz5cEWJifjr2CSQ",4,116
"G5iz09NiHOtAcxAAcMCXzA",3,141
"K-uQkfSUTwu5LIwPB4b_vg",4,1402
"bDAkngRX4-ci1sAJfMWDbw",3.5,107
"jcw_vtqfZSTLP15DJmvfIA",3.5,142
"Ycp3Agr7dt71TZkeKV7jng",3.5,141
"C6uYx1g7TxmuzjfNtxK86w",4,119
"yRvmDKX-Ocgd8zq_iMgujA",4,180
"muefnimyq_3KIdEouJFvrA",3.5,155
"i1Xkm22_96GNVVOXSUoL0A",3.5,233
"u2NsBZp8Se_65rs6ydI0NQ",3.5,108
"BncSpY3IPix5s-4SOHCtLQ",3.5,236
"SEMvJDVnDB4NoPW6tXXO_Q",4.5,300
"A7gK6ZrGy939Zo43xNZcVw",4,164
"AcCZJpxiPqyzKFjlwlwd0Q",3.5,186
"v0bL0-frMFrvHz-5OgUczw",3.5,148
"478TIlfHXfT3wvww54QsPg",3.5,157
"D87tFO-R6U8f4-e0r4Zq_g",3.5,135
"sNVGdeOPeitJ3OWUQBINzQ",4,1002
"yC4PR3LFCubwfcY_xKKomw",3.5,127
"Uq-GOs9_IqweUsB5MdII9w",4,247
"Uxm9N6jwmJybOv1NcBbnRw",4.5,145
"M10n-ivjDkkdLaxIYNafFQ",3.5,271
"sSmt7JFTDNCcK1KfMVO2hw",2.5,168
"PlTdQdCWu2_hjbSuenB3pg",4.5,333
"ZXC9HaHWeHnKKtbqX74Q_A",4,134
"Q0fcX_1wvdmffqEPa246rg",3.5,156
"WETHRoXB2IbixndSlOktJA",4,370
"tCkd8eAx2mR0oioQcqkxPw",4,157
"rBQ-xYc0GFAV2hqYKTQe6w",3,118
"CElwRv4CtK56NljAuCwepw",4,232
"1jpYP-JNOEYCMIzP4OlGuQ",4,566
"tIrzcjC5_oBpY6R0G64z5g",4,235
"fyJAqmweGm8VXnpU4CWGNw",4,217
"uz8ISWdE0OSJBjArw4P4Og",3,125
"REXvfvEMPKbcLBD33y6fjA",4,124
"kpLt4l5J5kbMD4oxQLC2aA",4,176
"Xg5qEQiB-7L6kGJ5F4K3bQ",5,1083
"aNYunG3j5zNJ4F0dQcZMyQ",4,122
"A7jbtXYFAZhErOW7xIQinA",3,263
"Tk7qCou7aYv_Z-K3a7NhhA",4,369
"sk2L4KcJbkkF6eHfjitGpg",3,120
"eI1n8YoS2xKCCpkLQp-CYA",3.5,134
"MmQsPiVSN08WtmlsC_ZSVA",3.5,218
"RfsMUrGUJdrpfrU54rmEsQ",4.5,127
"BwWbwhIWfc9A0fPShp-WmA",3.5,125
"CDpoJiqgM04wqQTZ6QkTqQ",4,122
"9h2W6JBWILS_RwlpIBSEig",4.5,106
"3RetxRZoakYWEMql5VmmJA",3,103
"C1jQ5CbszJkS_cyWgaRVGQ",3.5,139
"MpovsyjkSkchD7ssAdEVKQ",4,364
"wB2mrl_xHyj55UObucaVRA",4.5,164
"xyMZdF9Xh9N6il831_Czsg",3.5,113
"ARWLV46iIa3Dvt1y8-SPpA",4,218
"GJTQ0dgQ2BTkbRw2jLE0Fw",3.5,191
"0xzmIBsJQc5eUNLucFrZ0Q",3.5,187
"b-wEkSnjS9VSSymJI7Z_5A",3.5,110
